Название товара,Username,"Локация(страна, город)",Репутация,Заголовок отзывыа,Достоинства,Недостатки,Текст отзыва,Сколько человек рекомендует отзыв,Количество комментариев
"Антидепрессант Озон ""Флуоксетин""",моя миланушка,"Россия, Москва",+71,Лучший среди подобных!,помог на все 100%,нет,Всем привет!,Отзыв рекомендуют:2,0
"Антидепрессант Озон ""Флуоксетин""",Аноним981197,"Россия, Москва",-0,Ужасный препарат,цена,побочный эффект,"Врач назначил Флуоксетин как антидепрессант . У меня Панические атаки и голова тяжелая, тревога. После 1 приема ничего не поменялось. Все было так же только с каждым днем все хуже надеялась что пройдет. Далее жуткая потливость при чем ночью особенно сильно, майку хоть выжимай. Таблетку принимала утром. После приема 4 таблетки ночью стало еще хуже при чем спать я стала очень плохо просыпалась до 8 раз. Я встала в 5 утра и у меня начался жуткий приступ(вся покрылась потом, сердце выскакивало из груди я побелела и чуть не потеряла сознание). Спасибо 40 кап ВАЛОКАРДИНА спасли меня !!! Утром я эту дрянь выбросила и еще целый день ужасно чувствовала себя. Вот такой депрессант . Может кому пригодиться мой отзыв.",Отзыв рекомендуют:2,0
"Антидепрессант Озон ""Флуоксетин""",vziik,"Россия, Пермь",+13,принимать с осторожностью,потеря аппетита,сонливость тахикардия,"Купила с целью похудеть. Сидела на диете, в целом мне нужно было скинуть 5-7 кг, до этого скинула 2, и еще 2-3 скинула с флу. Эффект заметен с 1го приема, через несколько часов и на протяжении нескольких дней было странное состояние ( не скажу что оно плохое) какой-то придавленности... что-то похожее на седативный эффект, но в легкой форме. Также потеря аппетита, вроде кушать хочется и по времени уже пора, но с легкостью можно к примеру пропустить обед. ",Отзыв рекомендуют:2,0
"Антидепрессант Озон ""Флуоксетин""",ellecoleman,"Россия, Москва",+89,незаменимые капсулы),"способствует похудению из-за снижению аппетита, улучшает настроение и сон",вызывает привыкание,"Многие из нас когда-нибудь но задумывались, как легко и без срывов, стрессов похудеть. Исследовав множество сайтов я наткнулась на это лекарство.",Отзыв рекомендуют:2,0
"Антидепрессант Озон ""Флуоксетин""",Hatblack,"Россия, Москва",+970,Становишься стрессоустойчивым. Тревога и напряжение уходит. Настроение становится ровным.,"Доступная цена, наличие практически во всех аптеках.",Побочный эффект в виде диареи. Снижается масса теля.,"Стал принимать данный антидепрессант в связи с затяжной депрессией. Сама депрессия отмечалась пониженным эмоциональным фоном, чувством отрешенности, внутренним дискомфортом, беспокойством, тоской, ощущением безысходности, нежеланием вести активную деятельность. Вообще флуоксетин очень популярно назначаемый препарат по всему миру. У него очень доступная цена, если брать именно флуоксетин, а не прозак. Делает тебя стрессоустойчивым, радости и невзгоды начинаешь воспринимать одинаково спокойно. Этот антидепрессант обладает стимулирующим эффектом. Не подойдет людям со склонностью к диарее. Не подойдет людям, склонным к худобе, так как может сильно отбивать аппетит. Уходит чувство тревоги и усталости. Начинает требоваться меньше сна для восстановления. На все дела хватает сил. Начинаешь спокойно и открыто реагировать на людей и их просьбы. От данного антидепрессанта мне пришел отказаться, т. к. вызывал расстройства живота (приходилось бегать в туалет по 4- 5 раз в день). Стал терять вес, а я и так склонен к худобе. Флуоксетин немного снижал концентрацию, внимание и скорость реакций. По ощущениям, на работу сердечно-сосудистой системы не влиял, давление и пульс не поднимались, аритмии не замечал. Применять данный препарат я начинал с 10 мг, потом перешел на 20 мг в сутки, выше дозировку не использовал. Очень жаль, что препарат давал побочные эффекты в виде проблем с ЖКТ, так бы я наверное продолжал его применение.",Отзыв рекомендуют:4,1
"Антидепрессант Озон ""Флуоксетин""",Аноним1682535,"Россия, Москва",+1,работает,стабилизирует настроение и уменьшает аппетит сразу же,плохой сон порой,"Начала пить флуоксетин чтобы стать чуточку добрее, была агрессивна и раздражительна на работе.",Отзыв рекомендуют:2,0
"Антидепрессант Озон ""Флуоксетин""",Solodovvanya,"Россия, Санкт-Петербург",+2,Я начал новую жизнь!,Эффективность,Нет!,"У всех в жизни бывают переломные моменты и иногда, мозг просто не в состоянии самостоятельно справиться во всем мусором, что в нем накопился. Все люди абсолютно разные. Кто-то хочет денег и власти, кто-то хочет вершин в карьере, кто-то мечтает найти дело всей своей жизни. А человек простой, деревенский. Я всего лишь хочу немного преисполниться в своем познании. И я хочу хоть чуточку спокойствия, умиротворения и душевного равновесия. Но это все предисловие...",Отзыв рекомендуют:2,1
"Антидепрессант Озон ""Флуоксетин""",Nelli2211,"Россия, Волгоград",+62,Полезная таблетка.,Прошли страхи,нет,"В 2002 году у меня случился гипертонический криз, во время сдачи сессии, плюс после рождения ребенка, видимо нервная система дала сбой и случилась ЭТО. У меня были жуткие страхи, я не могла никуда ходить одна, а ездить тем более, десятки врачей были мной пройдены безрезультатно, пока я не попала к одному хорошему доктору. Пью лекарство третий год, ездию одна на машине на дальние расстояния, везде хожу, общаюсь, а то была как загнанная в угол мышь, боялась выйти из дома и просто боялась жить. Без назначения доктора конечно не стоит принимать Флоуксетин, но мне он подошел. И по цене не очень дорогой. В городах продается по рецептам, у себя в районе рецепт не требуют.",Отзыв рекомендуют:4,0
"Антидепрессант Озон ""Флуоксетин""",Аноним456114,"Россия, Томск",-0,Это просто божественн,"Ушла агрессия,хорошее настроение,уравновешенное состояние",долго ждать эффекта,"Пропила курс флуоксетина, сказать, что довольна-ничего не сказать ! были приступы агрессии, плаксивость, истероидные припадки. После приема эффект не сразу наступил, недели через две (+- пару дней), после этого постепенно пошли изменения, в лучшую сторону. единственное, что сразу наступило это отсутствие голода, что в принципе пошло на пользу(тк перестала есть после шести и как следствие похудела), вышла легко попыток суицида не было, наверное потому что все делала как врач говорил, но сразу скажу, что с целью похудения пить бы не советовала, так как все-таки серьезное лекарство, а не аскорбинка. В целом эффект порадовал, пила около 8 месяцев назад, конечно прежнего эффекта давно нет, но и прежние состоянии не вернулось.",Отзыв рекомендуют:1,0
"Антидепрессант Озон ""Флуоксетин""",AKira27,"Россия, Саратов",+2,"Помогло, но есть много побочных действий","Цена, отсутствие лишних мыслей, аппетита и желания",Заторможенность,"После сложной ситуации в моей жизни, решилась на то, что бы начать пить антидепрессанты. По спорным советам в интернете выбрала для себя ""Флуоксетин"". Первое впечатление от этих таблеток были положительные, настроение заметно для меня улучшилось, пропала сонливость, и не было желания как обычно ""заесть горе"". Спустя неделю приема ""Флуоксетина"" аппетит вовсе пропал, еда вообще перестала быть приятной, даже наоборот. В плане сексуальных влечений так же появились изменения, грубо говоря не хочется уже ничего. Находишься в каком-то определенном состоянии, когда не хорошо и не плохо. В общем в итоге я добилась того, чего хотела, только это привело к сильному похудению.",Отзыв рекомендуют:4,0
"Антидепрессант Озон ""Флуоксетин""",Аноним625681,"Россия, Москва",-0,неплохие таблетки пила кмплексом,помог,комплекс таблеток дороговато вышел,"Была тяжелая депрессия на фоне болезни около 4 лет, сначала пил Ремерон, но никаких изменений не было. Врач прописал Флуоксетин + Нейрофулол, и + много мочегонного чая для вывода из организма вредных веществ, через неделю стал чувствовать себя уже намного лучше, а потом и вовсе все прошло",Отзыв рекомендуют:1,0
"Антидепрессант Озон ""Флуоксетин""",Аноним657192,"Россия, Москва",-0,отличное средство если пить комплексом,чувствую себя на миллион,таблетки в принципе безвредными не бывают,"Мне 19 лет, может кто и не воспримет в серьез, но я хочу поделиться эмоциями. Не могу сказать что я красавица ( вешу 66 при росте 167) и парни штабелями у моих ног, нет, это не про меня и это очень расстраивает, чувство что ты одинока и не желанна. Дальше поступление в институт и сдача эге были в моей жизни не так уж и давно, вы не представляете какой это стресс когда все родственники в ожидании за твое будущее и ты сам понимаешь или сейчас или все, ужасно просто. Собрала такой комплекс и я стала как комок нервов, при малейшем касании я взрывалась. Поэтому после поступления я начала пропивать комплекс Флуоксетин и Нейрофулол ( начиталась отзывов) помогло, а то я уже незнала что делать и апатия, бессонница, тошнота, море негатива, но все прошло и кстати девочки Флу действительно помогает сбросить вес :) ",Отзыв рекомендуют:1,0
"Антидепрессант Озон ""Флуоксетин""",Аноним804192,"Россия, Самара",-0,"сильный препарат , много побочек...",Дешевый,Много сильных побочек.,"препарат начала принимать года три назад, теперь переодически принимаю, самый длительный период приема пол года. От него худеешь, есть не хочется, как в принципе не хочется много: есть, пить алкоголь, курить, напроч не хочется секса, вообщем становишься таким зомби... Но это только на начальной стадии применения (где то месяц ), потом все нормализуется и побочки проходят, стала более сдержана, прошла тревога, страхи, уныние. Но сразу скажу препарат очень сильный и принимать его нужно осторожно, может менять человека и в лудшую и в худшую стороны. Реальный эфект приходит после длительного применения. Нормализует сон и да... это правда, что говорят о флу... начинаешь видеть цветные сны, хотя давно уже не снились. Не рекомендую для худеющих !!! Снесет крышу. ",Отзыв рекомендуют:1,0
"Антидепрессант Озон ""Флуоксетин""",UltraMarine,"Россия, Гагарин",+75,"Очень помог с первой недели приема, но были и побочные эффекты",дешево эффективно,"сильная побочка, при длительных приемах может вызвать и дибает","Когда я перестала справляться в жизненными трудностями, то ушла в депрессию и сама тушить сама себя непонятными мыслями, совершать неразумные поступки, от которых становилось только хуже. Когда трудности окончательно подмяли меня, то было принято решение принимать флуоксетин. На пятый день приема в голове как будто влючился свет. Улучшилось сумеречное зрение, пропали блики и близорукость, я всю жизнь думала, что это побочка от операций, а оказалось что на нервной почве. Все последующие дни я просто воспарила. Стала улыбаться, двигаться. Иногда хотелось спать. Пропал напрочь аппетит. Отношение к еде изменилось кардинально. Я просто стала смотреть на нее как источник сил и энергии, но не эмоциональный заполнитель желудка ради удовольствия. Дальше больше. Дистанции на стадионе стали в два раза длиннее без намека на усталость. Радости от таблеток не было предела, что многие приняли это за манию и побочный эффект. Сейчас я так не считаю, просто до этого момента я жила в психонасилии и футляре. Теперь его нет. Как-то легче двигаться, искать решения и вообще жить. Из побочных эффектов - ранние подъемы, бессоница, на первых порах что-то вроде глюков перед сном, не хотелось есть. Со временем это уходит. А в сочетании с нейролептиками может и не появиться вовсе. Если врач прописал Вам эти таблетки, не бойтесь, принимайте. Если чувсвствуете, что разогнались, то пропускайте дозу или уменьшайте. Я смело высыпала капсулу. ",Отзыв рекомендуют:2,0
"Антидепрессант Озон ""Флуоксетин""",Vitaaaaam,"Россия, Москва",+11,"Лучшее, на мой взгляд средство","цена, эффект",побочки,"Начну с того, что в моей жизни было очень много сложных периодов, депрессий, когда привычные средства(валериана, пустырник) не давали никакого эффекта кроме сонливости. Но к врачам по этой части я никогда не обращалась, боялась. ",Отзыв рекомендуют:2,0
"Антидепрессант Озон ""Флуоксетин""",smyyre,Россия,+409,"Хорошее средство, но не всем помогает","Активизирует действие серотонина, гормона радости, в некоторых случаях действует, как психостимулятор",Не всем помогает,"Действие Флуоксетина основано на активизации в организме серотонина, гормона радости. Поэтому его назначают именно от депрессии в первую очередь. Жаль только, что не всем это лекарство помогает. ",Отзыв рекомендуют:2,2
"Антидепрессант Озон ""Флуоксетин""",tanitaBoss292404,"Украина, Краматорск",+3,Данный антидепресесант предназначен в целях регуляции пищевых аддикций,"дешевая цена,доступность","Побочные эффекты,отсутствие результата","Начнем с того, что как и любой медикамент, Флуоксетин требует направление и рецепт врача. Ранее на данный медикамент требовался рецепт в аптеке, но в данный момент его продают и без рецепта... Данный препарат предназначен для борьбы с пищевыми нарушениями: булимия и т. д. А уже потом как обычный антидепрессант. Однако, как специалист по девиантному поведению в частности пищевых нарушений, по личному опыту и по опыту людей принимавших данный препарат можно сказать, что он не ведет борьбу с болезнью, а лишь на время притупляет чувство аппетита, что дает иллюзию борьбы с проблемой. Точно также как и эффект плацебо здесь играет роль самовнушение. Побочные действия со стороны нервной, имуной, пищеварительной системы яро наблюдаются. Не принимайте всякую гадость, а обращайтесь к психологам и психотерапевтам. Берегите себя!!!",Отзыв рекомендуют:1,1
"Антидепрессант Озон ""Флуоксетин""",lika535353,"Россия, Москва",+7,Индивидуально,Цена,Неопределенный эффект,"Мне не подошел к сожалению. Судя по отличным отзывам которые я читаю, тут дело во мне, препарат вызывает сонливость сильную, хотя по идее должно быть наоборот. Терпеть эту побочку я не могла, пришлось бросить через месяц, т,к экзамены, и сон днем вобще не кстати. ",Отзыв рекомендуют:1,0
"Антидепрессант Озон ""Флуоксетин""",Again1000,"Украина, Одесса",-0,Ни за что не принимайте данный препарат!,Не о каких плюсах не может быть и речи,"Панические аттаки,невроз,психологические проблемы на всю жизнь","Приняла таблетку не по назначению и чуть не съехала с катушек. Было мне тогда лет 13-14 и решила я похудеть с помощью этих «чудесных» таблеток. До этого я ещё принимала слабительные, мочегонные таблетки и также у меня была булимия в течении месяца. Прочитала я об флуоксетине в паблике «типичная анорексичка» там мне обещали потерю аппетита и быстрое снижение веса благодаря побочкам. ",Отзыв рекомендуют:1,1
"Антидепрессант Озон ""Флуоксетин""",Glotinza,"Россия, Санкт-Петербург",+2,Потрясающие ощущения,"Недорогой, отлично помогает, снижение веса",Легкая бессонница в начале приема,"Безуспешно пробовала несколько а/д, помог только Флуоксетин. В начале приема препарата была эйфория, но затем настроение стало ровным, спокойным и радостным. Отупения и сонливости, которые были на других антидепрессантах, за собой не заметила. Реально действующий препарат, вытащил меня из глубокой депрессии. Принимаю несколько месяцев, эффект пока идет по нарастающей. Готова вообще всю жизнь его пить, такой счастливой, как сейчас, я была только в детстве. Отметка на весах приятно радует.",Отзыв рекомендуют:1,0
"Антидепрессант Озон ""Флуоксетин""",alaka8,"Россия, Тверь",+19,Лекарство самоубийц...или ведущее к нему...,цена.,Серьезный препарат! принимать только по назначению врача!,"В январе 2012 я решила что у меня депрессия и лишний вес, пообщавшись на форуме для таких же худеющих как и я, без назначения врача я решила худеть на флуоксетине.",Отзыв рекомендуют:2,0
"Антидепрессант Озон ""Флуоксетин""",marychai2015,"Россия, Москва",+38,Помог похудеть,Похудение,Равнодушие,"В первый раз я попробовала флу, когда долго мучилась с головной болью, и мой врач прописал мне его, чтобы я меньше нервничала, соответственно меньше болела голова. Когда я начала его пить, то сразу почувствовала, что чувство голода абсолютно ушло. ",Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",ART90,"Россия, Казань",-0,Очень хороший препарат,Нет привыкания,Не обнаружил,"Всем привет, хочу поделиться информацией об этом препарате, мне он очень помог улучшает настроение прилив сил, улучшает физическое самочувствие. Я начал легко общаться с людьми ко мне они сами потянулись как магнит. Препарат увеличивает концентрацию внимания, снимает тоску, спать начал хорошо, негативные мысли больше не тревожат. Действие начинается после 2х недель начала приёма. В общем препарат очень хороший. Рекомендую. Многие пишут что препарат плохой, что симптомы депрессии увеличиваются. Нельзя принимать его без назначения врача. Обязательно нужна консультация. И желательно найти грамотного психолога чтобы он поставил правильный диагноз вашего заболевания. Всем желаю удачи и благополучия)))",Отзыв рекомендуют:3,0
"Антидепрессант Озон ""Флуоксетин""",Гусь Точильщик,"Россия, Подольск",-0,Неприятные и приятные моменты.,"во время приема-снижение веса, хорошее настроение, полноценный сон. Если не работать и с целью похудеть-самое то.","Нарушение памяти, чувства реальности.Отсутствие концентрации внимания. Снижение либидо. Дрожь как с похмелья.",Полгода назад стала принимать флуоксетин по 20мг утром. Хотелось похудеть и не нервничать. Кроме сонливости ничего не вышло. Бросила через месяц. Подрагивали руки неделю. ,Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",ananazirova,"Россия, Ставрополь",+12,"Много побочных реакций, эффект не тот, что ожидался.",Похудательный эффект,"По рецепту, побочка сильная","Про Флуоксетин я узнала в интернете, когда искала волшебные средства для похудения. Много отзывов о том, что с помощью этого антидепрессанта худеют. Естественно и мне захотелось испытать на себе эти чудо пилюли. Скажу сразу Флуоксетин флуоксетину рознь, то есть многое зависит от фирмы производится. Сейчас речь пойдет о флу производства фирмы ""Озон"". ",Отзыв рекомендуют:0,3
"Антидепрессант Озон ""Флуоксетин""",Obolenskaya,"Россия, Краснодар",+10,"И хорошо, и плохо",Действительно хороший антидепрессант,"Апатия, привыкание, потеря чувства голода, потеря веса","Флуоксетин, хороший антидепрессант, не поспоришь, и первое время замечаешь в нем только плюсы и кажется, что все уже хорошо, но проявляются все новые и новые подробности, со временем появляется привязанность, пропадает желание кушать и чем-то заниматься, появляется жуткая апатия и вот после этого понимаешь, что такое ""побочный эффект"", когда тебя с них снимать приходится уже с трудом и чувство голода в итоге становится редким явлением, ах да, совсем забыла, так же благодаря нему происходит резкая потеря веса, сначала скидываешь немного, но в итоге доходит до того, что в зеркало страшно смотреть и после этого тяжело набрать вес снова. Так что, мой совет, пить флуоксетин в крайних случаях и не перебарщивать, либо будет как у меня, а потом к прежней жизни тяжело вернуться)",Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",lfhmzlfhmz,"Россия, Казань",+3,Зомби.,"Быстрый сброс веса без лишних усилий,избавление от стресса и прочих проблем при приеме,повышение настроения от действия антидепрессанта. Доступность препарата.","Суицидальные состояния и головокружение,нарушение пищеварения.","Обращалась с головной болью, прошла все круги ада выясняя в чём причина... Невролог назначила мне флуоксетин (сказала причина головной боли в затяжной депрессии). Пила по инструкции-это был кошмар! Я не жила, а существовала... Ела, спала, сознание замутнённое-как то ещё работала. Исхудала до костей! Вообщем и головные боли не прошли, и прошла такое испытание! Умоляю не пейте что бы похудеть! Уж пусть лишний вес, но здоров!",Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",Asiya Smile,Донецк,+388,Помог справиться с КП,Дешевый и эффективный,Много побочек,"Флуоксетин я назначила себе сама без консультации врача, до этого антидепрессанты никогда не принимала и имела смутное представление о них.",Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",rusina-natusezka,"Россия, Москва",+15,Опасное лекарство,не увидела положительного,очень сильные побочки,"В последнее время мучила тревога, неврозы, ничего не хотелось... Не посоветовавшись с врачом, почитала в интернете и купила антидепрессант Флуокситин. ",Отзыв рекомендуют:0,1
"Антидепрессант Озон ""Флуоксетин""",Светлана -2017,"Украина, Мариуполь",+10,"Препарат, способный творить чудесса","Повышает настроение, социальную активность, придает энергию, способствует похудению",не нашла,"Склонность к депрессиям у меня была с детства. А одна за другим череда трагических событий в жизни и проблемы на работе привели к тому, что я стала очень нервной. Если учесть, что я работаю с людьми, и меня стало раздражать всё и вся, то проблемы стали накапливаться как снежный ком. Когда после одной неосторожной фразы я проплакала несколько часов, поняла, что мне нужен успокаивающий препарат. Я попробовала ""Бифрен"" - мне не понравился. Многие успокаивающие препараты вызывают снижение давления, что мне было противопоказано. И тогда мой выбор пал на ""Флуоксетин"". Прочитав массу негативных отзывов, со страхом выпила первую таблетку... На следующий день ухудшился аппетит. Больше никакого эффекта особо не увидела.",Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",Ксюша Васюк,"Россия, Бердск",-0,Отличная Штука,Эффективное Цена Мало побочки,Хочется спать Резкая потеря веса,"Имея сильную сопротивляемость к препаратам, для меня Флуоксетин подошел идеально. Снизился уровень тревожности, ушла та мерзкая излишняя эмоциональность, словом, я ожила.",Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",Vii8,"Россия, Екатеринбург",+1,"Не для похудения, а для лечения депрессии и других расстройств",Цена. Пропала тревожность. Снижение аппетита = снижение веса. Легко принимается.,"Сухость во рту. Долгая адаптация к побочным эффектам, таким как тошнота, головные боли. Апатия полнейшая.","Этот препарат известен многим девушкам, так как они мечтают похудеть. Но я его покупала не для этих целей. Мне выписал врач, на мой диагноз - Биполярное-расстройство 2-го типа. Помимо него последние пару месяцев я ничего не принимала, поэтому могу с точностью сказать, что эффект от него есть, но... Обо всем по порядку.",Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",Мятная конфетка,"Россия, Москва",+3,"То что убивает, но помогает худеть","хороший антидепрессант, помогает почувствовать себя счастливой, похудела на нем",привыкание и псих. комплексы,"почти 3 месяца сидела на флу (флуоксетине если быть точнее). Первое время с организмом все зашибись, счастье, хорошее настроение, есть абсолютно не хочется, поэтому худела очень быстро, привыкания как таковго не чувствовалось.",Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",Pelagej321,"Германия, Malente",-0,положительное...,для меня все 5 плюсов,пока не нашла,"Только всегда читала отзывы делиться было нечем. Сейчас попробую написать о себе. Десять лет в депрессии... это счет только от времени когда положили в больницу, сколько она у меня была до этого я и не знаю Просто в больницу попала уже в тяжелом состояние... четыре долгих месяца была в больнице. ",Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",liza30349,"Россия, Москва",--10,Ужас,Нет плюсов . Никому и никогда не рекомендую ! Все ужасно . Спустя год только восстановила здоровье после него,"Провалы в памяти , просто бесполезно . Возможно не правильно принимала , но все же !",Сидела в группе и все нахваливали флуоксетин ! Ну думаю попробую ! И что ж ... Не работает. Так еще и провалы в памяти появились. Не рекомендую. ,Отзыв рекомендуют:3,1
"Антидепрессант Озон ""Флуоксетин""",Katya2301,"Россия, Брянск",+10,Сильный,При сильном стрессе помогут,Выше перечислила,"Таблетки помогают, но имеют очень много побочных действий, кушать не хочется, только при взгляде на еду начинает тошнить, с алкоголем вообще не совместимы, память отрубает полностью, вокруг кажется что люди медленно ходят и это начинает бесить",Отзыв рекомендуют:2,0
"Антидепрессант Озон ""Флуоксетин""",konfetti1980,"Россия, Самара",+1,больше минусов чем плюсов,недорогой,много побочных эффектов,"Врач прописал при эндогенной депрессии. Принимала около месяца, желание заниматься сексом отбилось напрочь, врач, сказал, что этот побочный эффект наблюдается у трети, людей. От препарата пришлось отказаться, либидо восстанавливалось около полугода. Долечивалась нейрофулолом, эффект наступил быстро и без побочек, сейчас всё осталось в прошлом, чему очень рад ",Отзыв рекомендуют:2,0
"Антидепрессант Озон ""Флуоксетин""",Ustinka4739,"Россия, Челябинск",+26,Антидепрессанты.,Помогают от депрессии .,Привыкание.,"Антидепрессант ""флуоксетин""решила написать о нем, ибо сама принимала, и принимаю... ",Отзыв рекомендуют:2,0
"Антидепрессант Озон ""Флуоксетин""",DarjaAntonova,"Россия, Сыктывкар",-0,Отличный препарат .,Недорого стоит .,Не во всех аптеках продают .,"Мне посоветовали флуоксетин, как средство для похудания эффект просто потрясающий, я была приятно шокирована, за неделю я смогла сбросить 3 кг .",Отзыв рекомендуют:1,0
"Антидепрессант Озон ""Флуоксетин""",Аноним572811,"Россия, Москва",+1,"Очень вредный, с побочками :(",нашел хорошее для себя средство Нейрофулол,усугубил свою дипрессию,"всем привет, хочу поделиться своим опытом, пропивал этот препарат по назначению врача, дико не подошел моему организму, появилась бессонница, какие то параноии, тревога, на коже зуд, все в кучу собралось, а еще проблемы с ЖКХ, :( поэтому после 5 дней приема врач прописал мне другое средство Нейрофулол им и лечился, неплохо помог",Отзыв рекомендуют:1,0
"Антидепрессант Озон ""Флуоксетин""",MARINAX5,"Россия, Санкт-Петербург",+6,Хороший антидепрессант,"сплошные плюсы, цена смешная у отечественного производителя (производители разные) лучше конечно же флуоксетин (Ланнахер)",нужен рецепт,"Отличный антидепрессант, не вызывает привыкания. Абсолютное спокойствие, после приема. Выписали после смерти близкого человека - любимой бабушки. Очень сложно пережить находясь в спокойном адекватном состоянии подобное горе. Но с помощью данных таблеток это удалось ...",Отзыв рекомендуют:1,0
"Антидепрессант Озон ""Флуоксетин""",anastasiavayzer,"Россия, Ярославль",+1,Действительно помогает,Помог избавиться от депрессии,множество побочных эффектов,"До приобретения данного препарата, перепробовала множество аналогов, но, к сожалению, ничто не помогло мне настолько, как это сделал Флу. Очень жаль, что большинство девушек-подростков сейчас используют эти таблетки ради одного побочного эффекта - отсутствия аппетита. Мда... мозгов бы... ну да неважно. С депрессией справился на ура.",Отзыв рекомендуют:1,0
"Антидепрессант Озон ""Флуоксетин""",Bukarev,"Россия, Москва",+5,Эффекта ноль,"Цена, хорошая переносимость",Болит желудок,Назначили значит этот препарат от тревожно-депрессивного расстройства. Купил имено фирму озон за 150 рублей. Не стал переплачивать за прозак. (может и зря). Принимал по 1 капсуле 20мг в день ровно месяц.,Отзыв рекомендуют:1,0
"Антидепрессант Озон ""Флуоксетин""",12345 Алена,"Россия, Нижний Новгород",-0,Помогает частично,Чуть чуть снимает панику,"Бессонница, раздражение, потеря аппетита,дрожание конечностей верхних и головы,запор,суицид альные мысли появились","Не помогает, тревога наросла, заторможенность, стойкая бессонница по ночам, днём сонливость, паника прошла частично, появились суицидальные мысли, отеки в области век, запор, аппетит пропал совсем, дрожание головы, верхних конечностей, нарушилась концентрация внимания и памяти",Отзыв рекомендуют:1,0
"Антидепрессант Озон ""Флуоксетин""",Таша1515,"Украина, Киев",+1,Нежелательные побочки,Препарат со своей задачей справляется,"Набор веса, приобретенный диабет.","Пила 4 года по назначению врача при сильнейшем неврозе. Препарат работает, но, в моем случае, проявился побочный эффект в виде лишнего веса (+15 кг). Никогда не имела проблем с весом, поэтому такая прибавка - шок. Кроме того, повысился уровень сахара в крови до преддиабетического состояния. Теперь борюсь с этими побочками.",Отзыв рекомендуют:1,0
"Антидепрессант Озон ""Флуоксетин""",Любов Васильевна,"Украина, Каменец-Подольский",+1,Флуоксетин.Меня выручает время от времени.,Снижение аппетита.Дешевый препарат,После приема раздражительность.,"Принимала примерно год назад. Похудела+нервишки привела в порядок. Настроение на высоте, на сон мне повлияло одним словом нормальный дешевый препарат. Вчера купила упаковку, но пока не пила.",Отзыв рекомендуют:1,1
"Антидепрессант Озон ""Флуоксетин""",Milka905883,"Россия, Оренбург",+1,Нет чувства голода,"уходят килограммы,хорошее настроение",есть побочки,"Пила их много раз уже, реально притупляет чувство голода, не хочется кушать, трудно купить, везде требуют рецепт, пила по 1 таблетки утром и в обед, из побочек тошнота была и повышенное потовыделение, так вопщем реально помогает сбросить пару кило",Отзыв рекомендуют:1,0
"Антидепрессант Озон ""Флуоксетин""",iuiuiu2012,"Россия, Краснодар",+51,помогает,"недорогой, эффективный",не нашла,"В последнее время стала очень нервная, пробовала пить валерьянку, не помогает. Решила купить антидепрессант. В аптеке посоветовали флуоксетин, сказав, что соотношение цена - качества у препарата наилучшее. Я хотела взять разрекламированный препарат раз в 5 дороже. Этот стоит всего около 60 рублей. Первые дни принимала по 2 таблетки, когда почувствовала эффект, стала пить одну, с утра. Сразу скажу, что помог не сразу, где-то на 4 й день стала замечать, что раздражительность и нервозность меня покинули. В общем, приятно удивлена, за небольшую цену отличный препарат. Сонливости нет, с мышлением все в порядке, так что рекомендую!",Отзыв рекомендуют:1,1
"Антидепрессант Озон ""Флуоксетин""",Gordeeva12345,"Россия, Екатеринбург",-0,Вгоняет в странное состояние,Дешевый,Не оправдал ожиданий,Решила начать худеть с флуоксетином. Пошла в аптеку и без проблем купила его хоть и по рецепту. ,Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",Ева7777777,"Россия, Москва",+5,Испугали побочные эффекты,не нашла,Побочные эффекты,"Купила без рецепта. При чем просила просто успокаивающее. Цена очень низкая - меньше 40 рублей. Выпила вечером в 20 часов, сразу потянуло в сон. На следующий день проснулась в 16 часов. Тоже повторилось на второй день, еле проснулась к вечеру. Голова стала очень тяжелая. Как будто похмелье, но в десятки раз сильнее. Дня 2 приходила в нормальное состояние.",Отзыв рекомендуют:0,1
"Антидепрессант Озон ""Флуоксетин""",avgustina-17,"Россия, Смоленск",+119,не помог,спокойствие,не помогает для похудения,"Флуоксетин, ох как давно я видела в интернете эти объявления про эту волшебную таблетку. Но вот и решилась, знаете зашла в аптеку, спросила есть ли флуоксетин? Мне продали, так как я сказала, что покупаю его не для себя, да да мне продали без рецепта!",Отзыв рекомендуют:0,5
"Антидепрессант Озон ""Флуоксетин""",Аноним512079,"Россия, Видное",-0,Как плацебо,Нет,Клонит в сон,"Нет никакого эффекта, пью две недели по 2 штуки. Есть так же хочется, либидо не снизилось. Вобщем никакого эффекта, только после него в сон клонит, хотя наоборот должен повышать активность.",Отзыв рекомендуют:0,0
