date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-07-05 07:23:19,DocFrm,stasya_burnash,1,0,0,"Если принимаешь флуоксетин-это он. Аппетит гораздо меньше, вернее хочется есть лишь что-то такое эдакое) и редко",,,,1147043260935933953,https://twitter.com/DocFrm/status/1147043260935933953
2019-07-04 22:59:10,applenotpine,,0,0,0,"Все это так скучно и не интересно. Даже флуоксетин не хочется принимать. Да, я от рождения депрессивное хуйло, пора с этим смириться",,,,1146916389078388736,https://twitter.com/applenotpine/status/1146916389078388736
2019-07-04 22:20:14,etozhehospice,,1,0,5,"За выходные долечилась, убралась в квартире и в клетке у крыс, съездила на дачу, сходила в магазин, приготовила еды и СРАЗУ после готовки помыла посуду. Флуоксетин заебись!",,,,1146906589238087683,https://twitter.com/etozhehospice/status/1146906589238087683
2019-07-04 17:59:18,cb74a382f5db400,,1,0,3,"Мне просто страшно Я вспоминаю свои истерики, голодовки по неделе, диеты наизусть, калькулятор калорий на автомате в голове, флуоксетин и бисак, начинающаяся булимия Ту ненависть к себе и своему телу, к тому как ты выглядишь Это очень страшно, господи",,,,1146840924481363968,https://twitter.com/cb74a382f5db400/status/1146840924481363968
2019-07-04 12:22:50,a2chru,,0,0,0,"Аноны, я пью третий год антидепрессанты ""Флуоксетин"". На днях задумался, что не принимать же мне их всю жизнь. Какие могут быть последствия после долгого их приема? И как вообще можно их бросить пить? Аноны, кто связывался или кто сидит на АД, может что ",,,,1146756250698428421,https://twitter.com/a2chru/status/1146756250698428421
2019-07-02 19:22:49,Magdalen_Tripp,Supchik20,1,0,0,"Флуоксетин ;)",,,,1146137166172626944,https://twitter.com/Magdalen_Tripp/status/1146137166172626944
2019-07-01 15:09:16,bublichek_3000,ksenia_babich,1,0,1,"Флуоксетин или панкреатит. Выбирай",,,,1145710972650381315,https://twitter.com/bublichek_3000/status/1145710972650381315
2019-07-01 11:03:38,hati_ko__,,0,0,0,"Лол, прошло 6 лет, а флуоксетин я теперь пью с рецептом",,,,1145649157543223297,https://twitter.com/hati_ko__/status/1145649157543223297
2019-07-01 10:36:00,nearlywitxh,,0,0,0,"флуоксетин в печень никто не вечен",,,,1145642203513085952,https://twitter.com/nearlywitxh/status/1145642203513085952
2019-07-01 01:44:23,crazy_meow_girl,,0,0,0,"Я, когда выпила флуоксетин ",,,,1145508416854679552,https://twitter.com/crazy_meow_girl/status/1145508416854679552
2019-07-01 00:22:18,upgrade16121,Procurator_V,0,0,0,"Никуда ее не водил. Потом пришлось ей флуоксетин пить курсом, чтоб слезть с него. Но кормил её им обычно я, хехе",,,,1145487757206331393,https://twitter.com/upgrade16121/status/1145487757206331393
2019-06-30 22:09:25,upgrade16121,,2,2,12,"Забыл кулстори рассказать. В одно время я пил по 4 таблетки флуоксетина в день, по назначению врача (итого 80мг флу), в то время постоянно одной из бывших кончал в рот и.. она подсела на флуоксетин. Лол. У нее даже побочки от ""него"" начались",,,,1145454317551456257,https://twitter.com/upgrade16121/status/1145454317551456257
2019-06-30 19:01:08,arisharpp,,0,0,1," СЛОВАРЬ АНОРЕКСИЧКИ ч 2. ""Флу"" - Флуоксетин (Антидепрессант, у которого в побочных действиях анорексия, подавляет аппетит) ""Бисак"" - Бисакодил (Слабительное) ""Фуро"" - Фуросемид (мочегонное) ",,,,1145406934763356160,https://twitter.com/arisharpp/status/1145406934763356160
2019-06-30 14:43:11,sam_banshee,astis,0,0,0,"Флуоксетин?",,,,1145342020589948928,https://twitter.com/sam_banshee/status/1145342020589948928
2019-06-29 18:26:08,FLaNg3r_,DocFrm,1,0,0,"жрут флуоксетин, шоб не кончать через пару минут, потом на отмене начинают хуйню чудить. хотя, пожирание антидеприков для торможения эякуляции - уже хуйня, само по себе.",,,,1145035737127165952,https://twitter.com/FLaNg3r_/status/1145035737127165952
2019-06-29 14:02:54,etozhehospice,,0,0,0,"Оказывается, если пить флуоксетин, потом чай со с*оростями, а потом много алкоголя, можно проснуться от похмельно-отходосной панической атаки",,,,1144969492285526017,https://twitter.com/etozhehospice/status/1144969492285526017
2019-06-29 05:37:57,Ludmvasil,Scottishnotbrit,0,0,1,"а именно «Прозак», «Флуоксетин», «Циталопрам», «Панурамин», «Зимелидин» и их аналоги.Нельзя использовать никакие препараты из зверобоя (исключение - для наружного применения) тем, кто принимает ингибиторы моноаминоксидазы «Феналзин», «Ниаламид», «Транилципромин», «Метралиндол»,",,,,1144842418342125568,https://twitter.com/Ludmvasil/status/1144842418342125568
2019-06-28 16:41:32,KosterNews,darth_teufus,1,0,0,"В догонку Вам график, который показывает, что антидепрессанты по эффективности большинство равно психотер... болтовне, в общем, и не сильно обгоняют плацебо. Реальная эффективность была только у группы с тяжелой депрессией (при которой флуоксетин точно не поможет). ",,,,1144647026170368005,https://twitter.com/KosterNews/status/1144647026170368005
2019-06-28 16:16:49,KosterNews,darth_teufus,1,0,0,"При том он же самый худший https://medvestnik.ru/content/news/Uchenye-poluchennye-rezultaty-doljny-okonchatelno-razreshit-spor-ob-effektivnosti-antidepressantov.html И в другом, ссыль потерял, назывались не рабочими флуоксетин и тразодон. Как работают остальные - можно глянуть https://medicalxpress.com/news/2016-06-antidepressant-drugs-ineffective-children-teens.html (Спойлер - никак, или не оправданы). Проблема того, что на некоторых они оказывают обратный &gt;",,,,1144640808232071172,https://twitter.com/KosterNews/status/1144640808232071172
2019-06-27 15:14:34,andygyn1,KseNNik,1,0,0,"А продайте флуоксетин без рецепта, я его дома забыл, правда потом принесу",,,,1144262753336647681,https://twitter.com/andygyn1/status/1144262753336647681
2019-06-26 18:34:19,FLaNg3r_,,1,0,1,"традиционно, не стоит смешивать вещество с алкоголем, анксиолитиками (типа гидазепама, о них попозже), другими антигистаминными (производные цетиризина, димедрол, клофелин, лоратадин usw), антидепрессантами группы СИОЗС (флуоксетин, рексетин) и опиатами: угнетение ЦНС усиливается",,,,1143950635219525634,https://twitter.com/FLaNg3r_/status/1143950635219525634
2019-06-26 10:00:09,Fedlixis,,0,0,0,"Или я это говорю что перестала употреблять флуоксетин и мое привычное состояние вернулось снова",,,,1143821239590490113,https://twitter.com/Fedlixis/status/1143821239590490113
2019-06-26 07:01:19,prozac_tyan,,0,0,9,"вот смотри, говорю я, лежа лицом в подушку, флуоксетин начал действовать! я всего-то хочу пролежать так еще неделю, а не сдохнуть прямо сейчас",,,,1143776234956054528,https://twitter.com/prozac_tyan/status/1143776234956054528
2019-06-25 22:16:15,a1in0chka,,1,0,13,"Самое прекрасное в этом паблике что его ведёт щекастый парень. Очень нравится что какой-то жмых на похуй выкладывает посты в стиле «еда не голодовка во », даёт жЕнСкиЕ советы, да там и флуоксетин продают, зато блин рекламка))))))) ",,,,1143644099414777857,https://twitter.com/a1in0chka/status/1143644099414777857
2019-06-25 19:37:07,UglyAntEater,,2,0,3,"Пришла рассказать, как я ненавижу флуоксетин.",,,,1143604049792647168,https://twitter.com/UglyAntEater/status/1143604049792647168
2019-06-25 18:24:42,nearlywitxh,,0,0,3,"Фенибут+творчество=хорошо Флуоксетин+творчество=не работает, несовестимо вообще",,,,1143585824891637760,https://twitter.com/nearlywitxh/status/1143585824891637760
2019-06-25 17:18:05,Heath_San,,0,0,0,"флуоксетин? ",,,,1143569061424619521,https://twitter.com/Heath_San/status/1143569061424619521
2019-06-25 03:28:35,orkhard,marina_tuchka,0,0,3,"Если я назову феназепам, сонапакс и флуоксетин, это явно будет не тем",,,,1143360311614988293,https://twitter.com/orkhard/status/1143360311614988293
2019-06-24 23:27:12,Frozen_Hatred,Frozen_Hatred,0,0,0,"Сертралин это всё-таки новое поколение сиозс, пароксетин и флуоксетин это пиздец какое дно при тдр. У меня тупо начинается вегетативный криз с него и панические атаки лютые на ровном месте. Даже с одной капсулы в минималке.",,,,1143299563589111808,https://twitter.com/Frozen_Hatred/status/1143299563589111808
2019-06-23 17:56:36,frvr_beside,boomxbloom,1,0,1,"Фенибут Если есть ещё расстройства с питанием в плане хотения уменьшить вес, то флуоксетин",,,,1142853980005031943,https://twitter.com/frvr_beside/status/1142853980005031943
2019-06-23 10:18:57,3OJlOTO_Russia,RussianStandup,0,0,0,"Флуоксетин.",,,,1142738808024293377,https://twitter.com/3OJlOTO_Russia/status/1142738808024293377
2019-06-21 16:06:57,ohh_malinko04,belieber201520,1,1,1,"Флуоксетин/ золофт / рисполепт",,,,1142101607909416965,https://twitter.com/ohh_malinko04/status/1142101607909416965
2019-06-21 06:40:58,Butkeeva_A,,0,0,1,"13. РППшницы любят таблетки.Самый популярный антидепрессант в этой компашке —флуоксетин,побочка которого —отсутствие аппетита. Еще в 2013 году я его свободно покупала в аптеках. И не хотелось ни есть, ни жить, ничего вообще. Сейчас он строго по рецепту, но достать все равно можно",,,,1141959175750205440,https://twitter.com/Butkeeva_A/status/1141959175750205440
2019-06-20 19:46:53,taumos,max_elmundo,2,0,2,"Не, у меня флуоксетин",,,,1141794568893095936,https://twitter.com/taumos/status/1141794568893095936
2019-06-20 08:56:29,borissssova,,4,0,1,"А, это тоже самое что и флуоксетин)",,,,1141630890927448064,https://twitter.com/borissssova/status/1141630890927448064
2019-06-19 18:33:07,hhdmgw,,1,0,0,"Бля а ещё кароче кекаю когда мне говорили типа ФлУоКсЕтИн ПАМОЖЕТ нет, лол Я сижу на бринтелликсе да его вас без рецепта не продадут тупые мои подрушки",,,,1141413618937974786,https://twitter.com/hhdmgw/status/1141413618937974786
2019-06-19 13:06:01,Elf_tyan,,0,0,2,"Прости дорогой, твоя жизнь - это флуоксетин и фенозепам",,,,1141331301045325833,https://twitter.com/Elf_tyan/status/1141331301045325833
2019-06-19 09:25:18,Ima_Imagine_,,0,0,4,"ща еду в банк закрывать старую карточку а потом нахуц поеду в гос аптеке ибо неделя прошла где мой льготный флуоксетин суки",,,,1141275753830637568,https://twitter.com/Ima_Imagine_/status/1141275753830637568
2019-06-19 00:38:42,MikeKhlzv,,0,0,0,"Ты всё ещё флуоксетин, но я так не хочу зависеть от тебя",,,,1141143231977144320,https://twitter.com/MikeKhlzv/status/1141143231977144320
2019-06-18 18:14:09,Shuichi_Mnyam,MonocularArt,2,0,6,"Особой оригинальностью не отличаюсь: 1. Сон 2. Бигмак 3. Атаракс /флуоксетин /триптофан 4. Смена обстановки 5. Секс Передаю: @wolf_katy95 @grinokay @njukta больше, хз кого :/",,@wolf_katy95 @grinokay @njukta,,1141046454645141505,https://twitter.com/Shuichi_Mnyam/status/1141046454645141505
2019-06-17 20:13:53,borissssova,tlmchvva,1,0,2,"Ох, я до этого пила только флуоксетин два года назад, мне было очень ок! Потом перестал помогать. А вот сейчас посоветовали как самый мягкий чтобы отследить все состояния",,,,1140714198428770306,https://twitter.com/borissssova/status/1140714198428770306
2019-06-17 14:44:54,Toneeh_Soprano,91akd,0,0,0,"Флуоксетин",,,,1140631409230536704,https://twitter.com/Toneeh_Soprano/status/1140631409230536704
2019-06-17 07:49:06,poxyinaxyiblyat,,0,0,1,"Как же сложноооооо Я кошке дала только флуоксетин, свечу вставить не могу, страшно...",,,,1140526768962646016,https://twitter.com/poxyinaxyiblyat/status/1140526768962646016
2019-06-17 04:19:24,du1plevat,,0,0,0,"Фенибут, атаракс, феназепам, амитриптилин, моклобемид, флуоксетин, бупропион, грандаксин, валокордин, иксел, адаптол, пантогам, тенотен, афобазол, дормиплант, валосердин, валемидин, триптофан, персен, ново-пассит, глицин, пустырник. Сохраняйте спокойствие, сохраняйте себя.",,,,1140473997630615553,https://twitter.com/du1plevat/status/1140473997630615553
2019-06-16 18:18:26,Helpmeimboring,3dorovoivechno,0,0,0,"В начале попойки флуоксетин)))",,,,1140322757705646080,https://twitter.com/Helpmeimboring/status/1140322757705646080
2019-06-14 20:21:58,cryinggirl69,,1,0,3,"лучше конечно какой-нибудь флуоксетин",,,,1139629071955111938,https://twitter.com/cryinggirl69/status/1139629071955111938
2019-06-14 20:06:40,warmaffinity,belotsar,1,0,0,"тералиджен пила флуоксетин нет и слава богу но он сиозс а они все однотипные у меня золофт просто был и еще какая-то фигня пару лет назад",,,,1139625222674485252,https://twitter.com/warmaffinity/status/1139625222674485252
2019-06-14 15:47:43,a2chru,,0,0,0,"Двач,имею ОКР,тревожное расстройство,излишнюю мнительность и стеснительность.Почитав эти ваши интернеты,решил попробовать флуоксетин.Из побочек-вроде нельзя принимать тем,у кого есть суицидные мысли,но у меня таких не имеется.Наоборот хочу вкатится в пол ",,,,1139560052216541185,https://twitter.com/a2chru/status/1139560052216541185
2019-06-14 11:58:09,hmkotyatkie,vag_zal,1,0,0,"Флуоксетин, фенибут, смазка",,,,1139502283463569408,https://twitter.com/hmkotyatkie/status/1139502283463569408
2019-06-14 10:24:46,gold_archangel,,0,0,0,"попробуй прозак или флуоксетин попринимать, у меня многие знакомые счастливые и довольненькие благодаря ему",,,,1139478779930324992,https://twitter.com/gold_archangel/status/1139478779930324992
2019-06-13 14:09:06,ambrosyanya1,anigiantropie,0,0,0,"Флуоксетин дичь Вхахах Ваще ниче особенного",,,,1139172849879568384,https://twitter.com/ambrosyanya1/status/1139172849879568384
2019-06-13 12:09:54,ectoplasmic_jam,humortranslate,1,0,2,"Черный флуоксетин ланнахер ",,,,1139142849122000897,https://twitter.com/ectoplasmic_jam/status/1139142849122000897
2019-06-13 05:49:41,pivoismylife,,0,0,0,"Флуоксетин снижает оргазм. Ну у кого его нет, можно не париться",,,,1139047167744778240,https://twitter.com/pivoismylife/status/1139047167744778240
2019-06-12 16:24:32,use_acid,,0,0,0,"точно пора переходить на флуоксетин и наведаться иначе скоро уже",,,,1138844543862935554,https://twitter.com/use_acid/status/1138844543862935554
2019-06-11 05:41:26,Ima_Imagine_,,0,0,4,"ща поеду за рецептом на бесплатный флуоксетин ",,,,1138320314260176897,https://twitter.com/Ima_Imagine_/status/1138320314260176897
2019-06-10 12:27:36,08tanya_12,,1,0,2,"зашла ссыкуха какая-то 12 летняя и хотела приобрести флуоксетин или аналоги. вот ей тоже лопатой по лицу не помешало бы))",,,,1138060142128390144,https://twitter.com/08tanya_12/status/1138060142128390144
2019-06-09 08:02:11,klataja,,1,4,37,"Про препараты Это конечно нечто. Преимущественно все использовали флуоксетин и бисакодил - далее флу и бисакод Бисакод слабительное, его жрали пачками в надежде, что из тебя выйдет все говно, вода и еда, не успев доперевариваться Технически это не снижали вес, но УБИВАЛО жкт",,,,1137630959443095557,https://twitter.com/klataja/status/1137630959443095557
2019-06-08 17:42:41,Haus_Geist,Yes_Mistresss,2,0,1,"Ага, неверно подобранных препаратах. То есть, допускаете мысль, что флуоксетин может кому-то не подходить? Зачем его тогда скидывать в качестве примера низкой стоимости? Он такой один. Остальные препараты - дорогие. А могут подходить именно они.",,,,1137414657331859456,https://twitter.com/Haus_Geist/status/1137414657331859456
2019-06-08 15:54:06,svobodavera,,2,1,79,"блядь, да девушки там называют эту токсичную клоаку «семьей», смотрят в рот и согласно кивают, когда им говорят, что нужно сожрать 30 таблеток бисака после «срыва», там обсуждается, как и что говорить, чтобы на приеме у психотерапевтки выписали флуоксетин или где купить редуксин",,,,1137387332267585536,https://twitter.com/svobodavera/status/1137387332267585536
2019-06-08 15:53:10,Haus_Geist,Yes_Mistresss,1,0,1,"Я прекрасно знаю, где Вы учитесь. Именно поэтому мне и странно, что Вы советуете флуоксетин. И да, неврологи в России теперь занимаются тревожными расстройствами и навязчивыми состояниями. Допуск на выписку транков есть как раз у них, а у психотерапевтов этот допуск забрали.",,,,1137387098913280000,https://twitter.com/Haus_Geist/status/1137387098913280000
2019-06-08 15:42:41,Haus_Geist,Yes_Mistresss,1,0,1,"Моя мама полгода пила флуоксетин, назначенный неврологом (в России неврологи имеют право выписывать психоактивные препараты) и была вполне несчастлива. Личный опыт - дело такое. Ошибка выжившего, все дела. Есть официальные исследования и доказательная медицина.",,,,1137384462067650561,https://twitter.com/Haus_Geist/status/1137384462067650561
2019-06-08 14:34:22,svobodavera,,1,3,111,"сделали это очевидно для того, чтобы их не перебанили (и это работает) и вот там как раз творится настоящий пиздец: повсеместная травля, чаще всего инициированная илиткой сообщества, беспощадная «критика» нормальных женских фигур, иногда продажа рецептов на флуоксетин и иже с ним",,,,1137367265622540288,https://twitter.com/svobodavera/status/1137367265622540288
2019-06-08 13:27:43,Haus_Geist,Yes_Mistresss,2,0,1,"Флуоксетин - дно. Показатель плохого врача - он выписывает вам флуоксетин. Серената, селектра, паксил нихрена не 62 рубля стоят.",,,,1137350492986728448,https://twitter.com/Haus_Geist/status/1137350492986728448
2019-06-08 13:20:06,akhcon,Yes_Mistresss,1,0,0,"Нормальный врач не выпишет флуоксетин, от него побочек больше, чем пользы.",,,,1137348579268419585,https://twitter.com/akhcon/status/1137348579268419585
2019-06-06 19:26:03,BSS75723481,ponaehala,1,0,0,"Эта срань покруче всяких персенов и прочих флуоксетин влияет на выработку окситоцина (гормона счастья) фенибут просто крутой ноотроп ( в народе называют таблетки бизнесменов( ",,,,1136715897408802818,https://twitter.com/BSS75723481/status/1136715897408802818
2019-06-06 19:24:44,Magdalen_Tripp,,0,0,0,"Чтобы забыть человека на один вечер вам потребуется: флуоксетин (курс 3 недели ) и 2 грамма сочной смеси бошек.",,,,1136715563655454720,https://twitter.com/Magdalen_Tripp/status/1136715563655454720
2019-06-06 17:31:40,BSS75723481,ponaehala,1,0,0,"Тогда уж лучше фенибут и флуоксетин ",,,,1136687110449258497,https://twitter.com/BSS75723481/status/1136687110449258497
2019-06-06 17:31:03,claireesprit,,0,0,0,"бросила пить флуоксетин чтобы вместо этого начать просто пить",,,,1136686956518281217,https://twitter.com/claireesprit/status/1136686956518281217
2019-06-05 11:32:06,iloveanyavetug,,0,0,1,"третий день отжирабсь как свинья на убой даже флуоксетин три таблетки с утра не помогли чувствую голод но в то же время есть не хочу",,,,1136234233888935937,https://twitter.com/iloveanyavetug/status/1136234233888935937
2019-06-05 11:08:53,ikairika,krasapeta0105,1,0,0,"Блин, к врачу бы. Флуоксетин, пароксетин, за рулём норм",,,,1136228391194124288,https://twitter.com/ikairika/status/1136228391194124288
2019-06-04 16:21:42,ikimmono,_Avalanche__,2,1,3,"вот-вот после пары таких ночей я решила купить флуоксетин(создание дьявола) спустя три недели (тк накапливается в организме) из-за неправильного приема им же и передознулась после чего стала каждый день падать в обмороки итог: поставила рекорд 7 обмороков за день ",,,,1135944728648790016,https://twitter.com/ikimmono/status/1135944728648790016
2019-06-03 16:37:21,dobrydenpidor,,1,0,11,"У примеру, флуоксетин, так как одно из его побочных действий-потеря чувства голода и лёгкий ""кайф"" от жизни, или же хороший настрой на весь день, так как это один из антидепрессантов, то его прикупить бывает тяжеловато, но и тут наши ""мотыльки"" находят выход Погнали дальше",,,,1135586276961333255,https://twitter.com/dobrydenpidor/status/1135586276961333255
2019-06-03 15:47:45,abortik09,,0,0,3,"доктор выпишите мне уже флуоксетин епвашу мать я прошла тест из 30 воспросов какой у меня психотип по винни пуху.",,,,1135573797497724929,https://twitter.com/abortik09/status/1135573797497724929
2019-06-01 05:45:07,pussymoneywweed,fluorumeow,0,0,0,"Выпиши себе флуоксетин ланнахер и твоя жёсткая диета пройдет как отдых в турции со шведским столом",,,,1134697361471680512,https://twitter.com/pussymoneywweed/status/1134697361471680512
2019-05-31 16:10:23,axclever,,4,1,59,"Пишу код, кушаю флуоксетин и никакова суецыда.",,,,1134492327987351557,https://twitter.com/axclever/status/1134492327987351557
2019-05-31 10:18:40,atXCOCkF9oAvBDM,,0,0,13,"*покупаю флуоксетин* аптекари ""похуй"" *покупаю бисак* аптекари ""А ТЫ ШТО ХУДЕЕШЬ А МАМА ЗНАЕТ????"" #рпп #флуоксетин",,,,1134403816298897408,https://twitter.com/atXCOCkF9oAvBDM/status/1134403816298897408
2019-05-31 09:33:06,wickedoctor,,0,0,1,"диета медика: - утром для рывка сиднокарб - обед: флуоксетин - антидепрессант с психостимулирующим эффектом - вечерочек: мидазолам, чтобы засыпать без истерик в перекусы верапамил, чтобы желудочковая тахиаритмия от нервов не накрывала на парах (иногда радую себя барбитуратами)",,,,1134392347150733312,https://twitter.com/wickedoctor/status/1134392347150733312
2019-05-30 19:37:15,EXAU_HAXYU,,0,0,3,"Флуоксетин",,,,1134182001534218240,https://twitter.com/EXAU_HAXYU/status/1134182001534218240
2019-05-30 18:50:58,michaeldeviant,,1,0,19,"Я перепробовал штук 5 разных антидепрессантов, самые дорогие из них мне не помогали вообще, зато, как ни смешно, лучше всего работали самые дешевые. Правда, от одних из них были побочки на печень и постоянная горечь во рту, и в итоге я перешел на печально известный флуоксетин.",,,,1134170350164566017,https://twitter.com/michaeldeviant/status/1134170350164566017
2019-05-30 12:50:36,pussymoneywweed,,1,0,2,"В Челябинске любую наркоту проще достать, чем флуоксетин ланнахер, имея на руках рецепт на него!",,,,1134079664526364674,https://twitter.com/pussymoneywweed/status/1134079664526364674
2019-05-29 14:30:35,eksponens,,0,0,1,"У тебя флуоксетин, У меня пароксетин Без таблеток всех нас ждёт Депрессивный эпизооооооод",,,,1133742436730253312,https://twitter.com/eksponens/status/1133742436730253312
2019-05-29 08:38:53,ora_wheathair,,0,0,1,"купить пульт и колонки, арендовать студию, записать песню и выпустить несколько альбомов за год могу: флуоксетин 34 р",,,,1133653926774022144,https://twitter.com/ora_wheathair/status/1133653926774022144
2019-05-29 08:07:50,wejjii,,0,0,0,"флуоксетин дв?",,,,1133646115746795520,https://twitter.com/wejjii/status/1133646115746795520
2019-05-27 23:34:01,MikeKhlzv,,0,0,1,"А флуоксетин всё тот",,,,1133154419229511682,https://twitter.com/MikeKhlzv/status/1133154419229511682
2019-05-27 18:04:11,iron_JulyAV,,0,0,0,"Malegra FXT - PLUS Силденафил 100 мг. Флуоксетин 60 мг.... http://meshok.net/item/114627775_Malegra_FXT_PLUS_%D0%A1%D0%B8%D0%BB%D0%B4%D0%B5%D0%BD%D0%B0%D1%84%D0%B8%D0%BB_100_%D0%BC%D0%B3_%D0%A4%D0%BB%D1%83%D0%BE%D0%BA%D1%81%D0%B5%D1%82%D0%B8%D0%BD_60_%D0%BC%D0%B3",,,,1133071414112788481,https://twitter.com/iron_JulyAV/status/1133071414112788481
2019-05-27 18:03:50,iron_JulyAV,,0,0,0,"Malegra FXT - PLUS Силденафил 100 мг. Флуоксетин 60 мг. http://meshok.net/item/114627775_Malegra_FXT_PLUS_%D0%A1%D0%B8%D0%BB%D0%B4%D0%B5%D0%BD%D0%B0%D1%84%D0%B8%D0%BB_100_%D0%BC%D0%B3_%D0%A4%D0%BB%D1%83%D0%BE%D0%BA%D1%81%D0%B5%D1%82%D0%B8%D0%BD_60_%D0%BC%D0%B3",,,,1133071326489583616,https://twitter.com/iron_JulyAV/status/1133071326489583616
2019-05-27 01:49:34,artemrauh,michaeldeviant,1,0,1,"Знаю человека, который психотерапевту представился как трансперсона и обратился из за жёсткой анорексии. Ему выписали ФЛУОКСЕТИН (его едят аны чтобы вообще есть не хотеть, очень сильно давит аппетит).",,,,1132826144707944449,https://twitter.com/artemrauh/status/1132826144707944449
2019-05-26 18:07:09,silverbleis,DevilArsa,0,0,0,"Та не, эффект антидепрессантов практически одинаков Тем более что сертрлин, что флуоксетин относятся к одной группе",,,,1132709773974093824,https://twitter.com/silverbleis/status/1132709773974093824
2019-05-26 13:48:16,offni_ebalnik,,0,0,3,"Москва , кто нибудь, продайте мне флуоксетин",,,,1132644625745883136,https://twitter.com/offni_ebalnik/status/1132644625745883136
2019-05-26 12:18:20,chertoffkabvt,,2,0,3,"Сегодня я купила первые в своей жизни антидепрессанты. Флуоксетин. Пишут что эффект примерно через месяц применения. Буду держать вас в курсе.",,,,1132621991532535808,https://twitter.com/chertoffkabvt/status/1132621991532535808
2019-05-25 16:41:21,Useless_Mell,,1,0,8,"ВНИМАНИЕ ВСЕМ! у меня кончился флуоксетин ",,,,1132325794687135745,https://twitter.com/Useless_Mell/status/1132325794687135745
2019-05-25 11:47:52,bibr0ryb2,,0,0,0,"Флуоксетин плюс вино равно очень плохо",,,,1132251938035306497,https://twitter.com/bibr0ryb2/status/1132251938035306497
2019-05-25 08:53:37,sasnibug,,0,0,1,"ещё тут должен быть флуоксетин и литий, но флуоксетин для моего организма пустышка, а у лития побочка внезапная смерть я посмеялась и пить не стала",,,,1132208083135025153,https://twitter.com/sasnibug/status/1132208083135025153
2019-05-23 21:52:04,vi_dieva,,0,1,2,"Чудо, как хорошо работать в аптеке, потому что можешь позволить себе всё. Флуоксетин для похудения, ципрамил для настроения, атаракс для засыпания, фенибут для обучения. Ещё один большущий плюс- я знаю как все это комбинировать, заменять, чередовать",,,,1131679211163455489,https://twitter.com/vi_dieva/status/1131679211163455489
2019-05-23 20:03:56,iron_JulyAV,,0,0,0,"Malegra FXT - PLUS Силденафил 100 мг. Флуоксетин 60 мг. ",,,,1131652001383768066,https://twitter.com/iron_JulyAV/status/1131652001383768066
2019-05-23 19:03:29,iron_JulyAV,,0,0,0,"Malegra FXT - PLUS Силденафил 100 мг. Флуоксетин 60 мг.... http://meshok.net/item/114627775_Malegra_FXT_PLUS_%D0%A1%D0%B8%D0%BB%D0%B4%D0%B5%D0%BD%D0%B0%D1%84%D0%B8%D0%BB_100_%D0%BC%D0%B3_%D0%A4%D0%BB%D1%83%D0%BE%D0%BA%D1%81%D0%B5%D1%82%D0%B8%D0%BD_60_%D0%BC%D0%B3",,,,1131636788328640514,https://twitter.com/iron_JulyAV/status/1131636788328640514
2019-05-23 19:03:06,iron_JulyAV,,0,0,0,"Malegra FXT - PLUS Силденафил 100 мг. Флуоксетин 60 мг. http://meshok.net/item/114627775_Malegra_FXT_PLUS_%D0%A1%D0%B8%D0%BB%D0%B4%D0%B5%D0%BD%D0%B0%D1%84%D0%B8%D0%BB_100_%D0%BC%D0%B3_%D0%A4%D0%BB%D1%83%D0%BE%D0%BA%D1%81%D0%B5%D1%82%D0%B8%D0%BD_60_%D0%BC%D0%B3",,,,1131636690903359489,https://twitter.com/iron_JulyAV/status/1131636690903359489
2019-05-23 12:08:53,KqZsfpXhpZv3wr9,kletkatraube,1,0,0,"Надо антидепрессанты (флуоксетин)",,,,1131532449064914945,https://twitter.com/KqZsfpXhpZv3wr9/status/1131532449064914945
2019-05-23 10:45:38,kept_yours_jaws,AntonyMiriam,0,0,1,"Флуоксетин например",,,,1131511497107136514,https://twitter.com/kept_yours_jaws/status/1131511497107136514
2019-05-22 18:33:14,olenicdoxli,nastya02081998,2,0,0,"Голодание+кофе+сигареты+бисакодил+фуросемид+феназепам+флуоксетин=реанимация и тахикардия, испорченная обменка и все в куче Фуросемид жестко выводит кальций из организма",,,,1131266785750212608,https://twitter.com/olenicdoxli/status/1131266785750212608
2019-05-22 15:16:41,XPEH_BAM_,Rai_Quartz,1,0,1,"бля, аж ноги похолодели. я 2 года назад флуоксетин пила,не помню рассказывала тебе или нет как меня из петли вытаскивали и в лес увозили в багажнике ))0) так что да, знаю что это за ебанина. без алкоголя я легко продержусь",,,,1131217323933741056,https://twitter.com/XPEH_BAM_/status/1131217323933741056
2019-05-22 12:12:39,yasyaundomie1,,0,0,1,"мне выписали рецепт на флуоксетин, но в данный момент он мне не подходит, так что щас бы в 2014, когда глупые девочки пили его, чтобы похудеть, и толкнуть им его в подвортне идея для бизнеса ",,,,1131171008344408064,https://twitter.com/yasyaundomie1/status/1131171008344408064
2019-05-21 20:42:42,anyanesp1t,,1,0,0,"и сульпирид... бля неужели мой психиатр не может мне просто выписать феназепам и флуоксетин зачем изъебываться вечно",,,,1130936978785132544,https://twitter.com/anyanesp1t/status/1130936978785132544
2019-05-21 18:14:06,rntgn,,0,2,5,"Хочется простого человеческого вернуться в 2013 год, хавать флуоксетин матрасами, запивать это всё бутыльком корвалола и чувствовать как жизнь удалась :')",,,,1130899582911700994,https://twitter.com/rntgn/status/1130899582911700994
